86,-1000
87,-800
88,-800
0,-970
0,-1000
0,300
1,100
2,180
3,-340
4,-100
5,-190
6,300
7,700
8,580
9,270
10,-130
11,300
12,840
0,70
1,580
2,-80
3,-230
0,-610
1,150
2,-370
3,-200
4,-20
0,100
1,180
2,-250
3,-110
4,440
5,260
6,-220
7,-170
8,-40
9,240
10,70
11,10
12,210
13,-300
14,-300
0,100
1,-350
2,400
3,-290
4,-230
5,-80
6,-60
7,40
8,-340
9,300
10,0
11,-130
12,-280
13,-20
14,-20
15,-140
16,120
17,-160
18,-400
19,-340
20,100
21,-190
22,400
23,460
24,-570
25,-430
26,-50
27,-280
0,-200
1,-20
2,120
3,-170
4,520
5,-170
6,90
7,10
8,230
9,-610
10,-220
11,-80
12,-130
13,-30
14,-190
15,-370
16,-340
17,-20
18,-20
19,180
20,-220
21,300
22,290
23,-80
24,-20
25,-290
26,40
27,110
28,350
29,-100
30,-220
31,-20
32,-190
33,10
34,60
35,-170
36,-50
37,-100
38,550
39,140
40,-430
41,-490
42,-50
43,-200
44,-100
45,-300
46,-300
0,300
1,100
2,100
3,70
4,900
5,100
6,100
7,70
8,240
9,70
10,300
11,-100
12,-250
13,210
14,-140
15,-190
16,-110
17,-520
18,0
19,-250
20,400
21,-130
22,230
23,-170
24,-220
25,-170
26,-20
0,-450
0,-480
1,-880
2,-220
3,-150
4,150
5,130
6,-180
7,-370
8,210
9,-510
10,-310
11,-310
12,-190
13,-70
14,180
15,-360
16,230
17,-540
18,-170
19,-230
20,-910
21,60
22,0
23,-320
24,-250
25,-570
26,-320
27,-180
28,-500
29,-190
30,180
31,-290
32,-100
33,-370
34,350
35,380
36,-570
37,-680
38,260
39,90
40,0
41,-80
42,-40
43,150
44,290
45,-710
46,-220
47,-30
48,-220
49,-140
50,-20
51,-100
52,390
53,30
54,-10
55,-210
56,10
0,-200
1,180
2,-260
3,-290
4,-310
5,-130
6,-420
7,-280
8,-340
9,-500
10,-100
11,-170
0,-370
1,-340
0,-630
1,-60
2,-150
3,690
4,-20
5,-60
6,-110
7,-490
8,-90
9,-110
10,-590
11,-260
12,-680
13,80
14,-110
15,-50
16,-420
17,-140
18,90
19,-480
20,50
21,-220
22,-40
23,-330
24,-120
25,100
26,-330
27,-190
28,-90
29,-450
30,-640
31,30
32,-30
33,-380
34,-280
35,-10
36,-350
37,-270
38,-860
39,-900
40,-250
41,-170
42,-50
43,30
44,70
45,-530
46,-130
47,-140
48,0
49,-50
50,-500
51,-360
52,-420
53,-70
54,240
55,-690
56,-160
57,40
58,100
59,0
60,30
61,-310
62,100
63,50
64,80
65,-380
66,260
67,450
68,-200
69,100
70,10
71,40
72,100
73,50
74,-880
75,-600
76,-280
77,30
78,180
79,-400
80,-450
81,-370
82,-110
83,-410
84,-170
85,-260
86,-380
87,100
88,-320
89,150
90,-120
91,120
92,-590
93,-180
94,-630
95,-360
96,120
97,-200
98,110
99,-860
100,-550
101,-430
102,-50
103,-340
104,-330
105,-350
106,-290
107,160
108,-500
109,-250
110,-60
111,-130
112,-60
113,170
114,-230
115,-250
116,-340
117,-40
118,-510
119,-70
120,440
121,90
122,-520
123,-200
124,-220
125,80
126,300
127,150
128,-390
129,-500
130,-590
131,-160
132,-290
133,-260
134,-70
135,-230
136,150
137,-20
138,-80
139,-370
140,370
141,-170
142,-70
143,-240
144,-480
145,-530
146,-250
147,10
148,-530
149,-190
150,-880
151,-260
152,-460
153,-30
154,30
155,-560
156,-760
157,-260
158,-290
159,-30
160,-660
161,-390
162,150
163,-200
164,-150
165,-240
166,-740
167,-30
168,-390
169,-350
170,-370
171,-390
172,-150
173,-50
174,10
175,80
176,-280
177,-290
178,-170
179,-110
180,130
181,-280
182,-340
183,-260
184,-90
185,-560
186,-270
187,-490
188,-200
189,-250
190,10
191,-380
192,-40
193,-260
194,-380
195,90
196,50
197,-180
198,-840
199,-490
200,-30
201,160
202,-130
203,-380
204,-200
205,30
206,70
207,-570
208,-90
209,-460
210,-500
211,-110
212,90
213,250
214,-390
215,-110
216,-110
217,-240
218,-100
219,-390
220,-70
221,160
222,60
223,-270
0,-420
1,-400
2,-150
3,-380
4,-250
5,-240
6,40
7,-660
8,-100
9,-210
10,-210
11,-520
12,-20
13,40
14,-860
15,-390
16,-100
17,-310
18,170
19,-100
20,60
21,-500
22,-560
23,320
24,100
25,120
26,-50
27,-40
28,-100
29,210
30,160
31,-300
32,-260
33,-440
34,-200
35,-210
36,300
37,-100
38,80
39,40
40,-210
41,270
42,-340
43,-220
44,70
45,-200
46,-100
47,-160
48,-220
49,-20
50,-20
51,-130
52,-210
53,-260
54,80
55,240
56,-40
57,-20
58,-20
59,40
60,100
61,-420
62,180
63,240
64,40
65,-280
66,300
67,180
68,-280
69,-360
70,420
71,270
72,240
73,270
74,70
75,100
76,-290
77,170
78,430
79,300
80,40
81,-440
82,270
83,100
84,270
85,40
86,-100
87,10
88,210
89,-320
90,-220
91,-10
92,-260
93,-40
94,-460
95,50
96,-320
97,-80
98,-580
99,-40
100,-280
101,-540
102,70
103,-250
104,30
105,-700
106,100
107,40
108,240
109,100
110,-500
111,20
112,70
113,40
114,70
115,-470
116,270
117,410
118,-240
119,-280
120,-310
121,-90
122,300
123,-400
0,100
1,-50
2,300
3,240
4,0
5,100
6,120
7,-160
8,120
9,240
10,60
11,210
12,300
13,40
14,20
15,270
16,-460
17,-360
18,300
19,-100
20,0
21,180
22,40
23,100
24,300
25,-60
26,100
27,300
28,70
29,-160
30,300
31,240
32,-20
33,300
34,100
35,250
36,470
37,70
38,-100
39,300
40,210
41,300
42,300
43,270
44,100
45,470
46,40
47,100
48,300
49,180
50,-80
51,300
52,-440
53,260
54,300
55,300
56,180
57,440
58,100
59,250
60,180
61,-20
62,70
63,300
64,-40
65,150
66,300
67,-130
68,-240
69,300
70,-320
71,240
72,40
73,210
74,100
75,100
76,100
77,700
78,-480
79,700
80,240
81,70
82,240
83,300
84,-280
85,470
86,100
87,240
88,300
89,-60
90,100
91,100
92,230
93,-220
94,270
95,500
96,70
97,300
98,300
99,260
100,700
101,100
102,100
103,300
104,500
105,-420
106,300
107,100
108,240
109,300
110,300
111,-20
112,300
113,70
114,100
115,380
116,270
117,300
118,440
119,500
120,100
121,300
122,300
123,70
124,300
125,300
126,300
127,300
128,70
129,100
130,300
131,240
132,240
133,300
134,300
135,100
136,300
137,300
138,300
139,270
140,100
141,70
142,300
143,300
144,120
145,270
146,-220
147,210
148,300
149,300
150,70
151,300
152,100
153,300
154,300
155,0
156,-250
157,300
158,100
159,10
160,270
161,300
162,70
163,300
164,700
165,100
166,300
167,100
168,480
169,300
170,100
171,100
172,300
173,300
174,40
175,300
176,300
177,40
178,300
179,100
180,100
181,300
182,480
183,300
184,300
185,280
186,100
187,300
188,300
189,480
190,700
191,100
192,-280
193,300
194,100
195,120
196,300
197,210
198,280
199,470
200,300
201,100
202,300
203,270
204,280
205,300
206,-280
207,100
208,300
209,500
210,280
211,300
212,300
213,210
214,300
215,100
216,100
217,300
218,260
219,280
220,300
221,280
222,100
223,300
224,300
225,480
226,300
227,100
0,-1690
1,-490
2,-300
3,-90
4,-960
5,-980
6,-1710
7,-810
0,-2100
1,-930
2,-330
3,10
4,-960
5,-1300
6,-700
7,-700
8,-500
9,-100
10,-700
11,-390
12,100
13,-360
14,-900
15,-730
16,-440
17,-250
18,-1300
19,-130
20,70
21,-190
22,-700
23,-700
24,-300
25,-700
26,-220
27,180
28,-790
29,-330
30,-300
31,-360
32,-100
33,-300
34,-220
35,-730
36,100
37,-160
38,100
39,-100
40,-420
41,-100
42,410
43,100
44,-100
45,270
46,-330
47,-930
48,180
49,100
50,-300
51,210
52,-530
53,-190
54,-100
55,470
56,-300
57,-530
58,-960
59,-100
60,-100
61,100
62,-100
63,300
64,-500
65,-300
66,300
67,-300
68,300
69,500
70,-300
71,-500
72,500
73,-530
74,-100
75,100
76,-1100
77,-900
78,-100
79,70
80,-50
81,-100
82,-330
83,-300
84,-500
85,10
86,270
87,-100
88,-130
89,-100
90,70
91,500
92,-390
93,-500
94,300
95,-500
96,-300
97,-130
98,-300
99,-300
100,-350
101,100
102,-130
103,-300
104,-100
105,100
106,-300
107,-100
108,580
109,-100
110,-1100
111,700
112,-1560
113,100
114,-130
115,-700
116,-330
117,-320
118,-330
119,-460
120,-700
121,-100
122,-700
123,300
124,440
125,40
126,-500
127,40
128,-300
129,500
130,-500
131,-500
132,-130
133,300
134,-100
135,-700
136,-100
137,-120
138,-300
139,240
140,-300
141,-100
142,100
143,-700
144,-530
145,700
146,-100
147,-100
148,-130
149,300
150,-300
151,40
152,100
153,300
0,-300
1,-100
2,-100
3,300
4,300
5,-100
6,-300
7,-300
8,300
9,-300
10,-530
11,300
12,500
13,-700
14,-530
15,100
16,-300
17,-360
18,-390
19,210
20,100
21,-500
22,-500
23,-100
24,100
25,100
26,-900
27,100
28,-900
29,-560
30,-300
31,300
32,-500
33,-160
34,-330
35,300
36,-500
37,-100
38,-300
39,-500
40,40
41,-200
42,-700
43,300
44,-500
45,40
46,-300
47,270
48,-300
49,-300
50,300
51,100
52,-300
53,-300
54,-700
55,100
56,-100
57,470
58,-500
59,-300
60,100
61,-100
62,500
63,300
64,-100
65,480
66,-300
67,-160
68,-300
69,700
70,300
71,100
72,500
73,-100
74,-100
75,440
76,-100
77,-660
78,-100
79,100
80,300
81,-100
82,-300
83,500
